symbol,expiration,strike,right,dte,cp_sign,timestamp,bid,ask,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,endpoint,batch_id,ts,bid_quote,ask_quote,bid_size_quote,ask_size_quote,price_trade,size_trade,volume,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
IWM,2026-04-02,227.5,PUT,1,-1,2026-04-01T16:14:59.957,0.01,0.02,-0.0035,-0.0467,0.1398,-93.5718,0.0012,-0.0431,5.2563,0.6624,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.02,48,37,0.01,5.0,5.0,249.43,0.9120795413542877,-8.792045864571225,249.0,0.015,0.01,66.66666666666667,2908,-87041.0928,-40653.840000000004,13580.359999999999,-1017.8000000000001,0.0,0.0,0.0
IWM,2026-04-02,230.0,CALL,1,1,2026-04-01T16:14:59.022,19.76,19.89,0.9379,-0.8496,1.588,11.8036,0.0091,-0.1758,33.3829,1.032,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,19.76,19.89,6,6,19.6,2.0,2.0,249.43,0.9221023934570821,-7.789760654291787,249.0,19.825000000000003,0.129999999999999,0.6557377049180276,73,16569.6349,11592.400000000001,6202.08,6846.67,0.0,0.0,0.0
IWM,2026-04-02,230.0,PUT,1,-1,2026-04-01T16:14:59.999,0.01,0.02,-0.0044,-0.0513,0.1697,-101.3949,0.0016,-0.0562,6.2128,0.5999,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.02,43,92,0.02,3.0,3.0,249.43,0.9221023934570821,-7.789760654291787,249.0,0.015,0.01,66.66666666666667,36530,-1457868.4640000002,-619914.1,187398.9,-16073.2,0.0,0.0,0.0
IWM,2026-04-02,232.5,CALL,1,1,2026-04-01T16:14:59.958,17.27,18.96,0.8646,-1.825,2.8243,11.9091,0.0132,-0.178,41.4174,1.2649,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,17.27,18.96,4,6,17.66,1.0,1.0,249.43,0.9321252455598765,-6.78747544401235,249.0,18.115000000000002,1.6900000000000013,9.329285122826393,30,9877.428,8472.9,5475.0,2593.8,0.0,0.0,0.0
IWM,2026-04-02,232.5,PUT,1,-1,2026-04-01T16:14:59.995,0.02,0.03,-0.0083,-0.085,0.2967,-100.5889,0.003,-0.0948,9.9244,0.5687,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.02,0.03,80,117,0.02,2.0,2.0,249.43,0.9321252455598765,-6.78747544401235,249.0,0.025,0.009999999999999998,39.99999999999999,9813,-734296.9770000001,-291151.71,83410.5,-8144.790000000001,0.0,0.0,0.0
IWM,2026-04-02,234.0,CALL,1,1,2026-04-01T16:14:59.958,15.78,17.4,0.8584,-1.7537,2.9127,12.9058,0.0146,-0.1926,41.7193,1.1781,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,15.78,17.4,6,4,15.68,1.0,1.0,249.43,0.9381389568215531,-6.186104317844689,249.0,16.59,1.6199999999999992,9.764918625678115,22,8011.6916,6407.9400000000005,3858.1400000000003,1888.4800000000002,0.0,0.0,0.0
IWM,2026-04-02,234.0,PUT,1,-1,2026-04-01T16:14:59.957,0.02,0.03,-0.0086,-0.0794,0.3041,-110.0505,0.0034,-0.1062,10.1352,0.5187,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.02,0.03,208,96,0.02,5.0,5.0,249.43,0.9381389568215531,-6.186104317844689,249.0,0.025,0.009999999999999998,39.99999999999999,12352,-1047526.1824,-375624.32,98074.87999999999,-10622.72,0.0,0.0,0.0
IWM,2026-04-02,235.0,CALL,1,1,2026-04-01T16:14:59.018,13.1,16.57,0.9227,-0.7988,1.8812,15.5197,0.0136,-0.2446,36.7619,0.8175,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,13.1,16.57,4,2,15.77,2.0,2.0,249.43,0.9421480976626708,-5.785190233732913,249.0,14.835,3.4700000000000006,23.39063026626222,51,17300.4648,9594.119999999999,4073.8799999999997,4705.7699999999995,0.0,0.0,0.0
IWM,2026-04-02,235.0,PUT,1,-1,2026-04-01T16:14:59.995,0.03,0.04,-0.0126,-0.1103,0.4246,-106.1927,0.0048,-0.1401,13.2806,0.5156,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.03,0.04,105,221,0.04,3.0,3.0,249.43,0.9421480976626708,-5.785190233732913,249.0,0.035,0.010000000000000002,28.571428571428577,13268,-1588529.8752,-563359.2799999999,146346.03999999998,-16717.68,0.0,0.0,0.0
IWM,2026-04-02,236.0,CALL,1,1,2026-04-01T16:14:59.957,13.79,15.43,0.8454,-1.6998,3.0887,14.4342,0.017,-0.2123,41.9967,1.0765,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,13.79,15.43,5,2,14.36,1.0,1.0,249.43,0.9461572385037886,-5.384276149621138,249.0,14.61,1.6400000000000006,11.22518822724162,44,18657.364,13590.279999999999,7479.120000000001,3719.76,0.0,0.0,0.0
IWM,2026-04-02,236.0,PUT,1,-1,2026-04-01T16:14:59.957,0.03,0.04,-0.0135,-0.1097,0.4496,-112.2502,0.0055,-0.1562,13.9058,0.4843,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.03,0.04,342,58,0.04,1.0,1.0,249.43,0.9461572385037886,-5.384276149621138,249.0,0.035,0.010000000000000002,28.571428571428577,3965,-543944.4724999999,-178266.4,43496.05,-5352.75,0.0,0.0,0.0
IWM,2026-04-02,237.0,CALL,1,1,2026-04-01T16:14:59.903,12.78,12.93,0.9118,-0.7958,2.0766,17.7001,0.0166,-0.2846,38.5888,0.7378,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,12.78,12.93,3,2,12.97,1.0,1.0,249.43,0.9501663793449063,-4.983362065509364,249.0,12.855,0.15000000000000036,1.1668611435239233,40,16562.152000000002,8306.4,3183.2,3647.2000000000003,0.0,0.0,0.0
IWM,2026-04-02,237.0,PUT,1,-1,2026-04-01T16:14:59.991,0.04,0.05,-0.0181,-0.1378,0.5791,-111.0863,0.0072,-0.1951,16.9474,0.4726,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.04,0.05,274,86,0.05,5.0,5.0,249.43,0.9501663793449063,-4.983362065509364,249.0,0.045,0.010000000000000002,22.222222222222225,3340,-599829.264,-193419.39999999997,46025.200000000004,-6045.400000000001,0.0,0.0,0.0
IWM,2026-04-02,238.0,CALL,1,1,2026-04-01T16:14:59.02,10.15,13.41,0.9174,-0.6799,1.9776,19.4249,0.0178,-0.3129,37.8484,0.6585,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,10.15,13.41,1,2,10.08,1.0,1.0,249.43,0.9541755201860241,-4.582447981397589,249.0,11.780000000000001,3.26,27.674023769100163,99,43954.5546,19578.239999999998,6731.009999999999,9082.26,0.0,0.0,0.0
IWM,2026-04-02,238.0,PUT,1,-1,2026-04-01T16:14:59.999,0.05,0.06,-0.0225,-0.1586,0.6953,-112.7993,0.009,-0.234,19.4735,0.4531,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.05,0.06,340,103,0.06,1.0,1.0,249.43,0.9541755201860241,-4.582447981397589,249.0,0.055,0.009999999999999995,18.181818181818173,8912,-2000628.1439999999,-619651.36,141344.32,-20052.0,0.0,0.0,0.0
IWM,2026-04-02,239.0,PUT,1,-1,2026-04-01T16:14:59.995,0.07,0.08,-0.031,-0.2026,0.9082,-110.4353,0.0121,-0.2907,23.6587,0.4433,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.07,0.08,463,417,0.07,10.0,10.0,249.43,0.9581846610271418,-4.1815338972858145,249.0,0.07500000000000001,0.009999999999999995,13.333333333333325,2992,-903016.4175999998,-271733.44,60617.920000000006,-9275.199999999999,0.0,0.0,0.0
IWM,2026-04-02,240.0,PUT,1,-1,2026-04-01T16:14:59.957,0.09,0.1,-0.0397,-0.2383,1.1128,-110.9606,0.0154,-0.3484,27.223,0.4257,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.09,0.1,266,35,0.09,9.0,9.0,249.43,0.9621938018682596,-3.7806198131740394,249.0,0.095,0.010000000000000009,10.526315789473694,58592,-22506487.9424,-6520117.760000001,1396247.36,-232610.24,0.0,0.0,0.0
IWM,2026-04-02,241.0,PUT,1,-1,2026-04-01T16:14:59.957,0.13,0.14,-0.0557,-0.3076,1.46,-106.8894,0.0206,-0.4212,32.3557,0.4189,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.13,0.14,137,120,0.14,1.0,1.0,249.43,0.9662029427093773,-3.3797057290622647,249.0,0.135,0.010000000000000009,7.407407407407414,2697,-1385788.1826000002,-393762.0,82959.71999999999,-15022.29,0.0,0.0,0.0
IWM,2026-04-02,242.0,CALL,1,1,2026-04-01T16:14:59.999,7.58,9.48,0.7973,-1.3453,3.6647,23.318,0.0303,-0.3131,41.0886,0.7162,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,7.58,9.48,10,13,8.21,4.0,4.0,249.43,0.9702120835504952,-2.9787916449504896,249.0,8.530000000000001,1.9000000000000004,22.274325908558033,1385,1046745.4665,507560.94999999995,186324.05,110426.05,0.0,0.0,0.0
IWM,2026-04-02,242.0,PUT,1,-1,2026-04-01T16:14:59.999,0.19,0.2,-0.0776,-0.3918,1.8869,-102.2711,0.027,-0.4923,37.2584,0.413,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.19,0.2,17,64,0.2,1.0,1.0,249.43,0.9702120835504952,-2.9787916449504896,249.0,0.195,0.010000000000000009,5.128205128205133,5686,-3829299.2460000003,-1072891.3399999999,222777.47999999998,-44123.36,0.0,0.0,0.0
IWM,2026-04-02,243.0,CALL,1,1,2026-04-01T16:14:59.957,7.02,7.16,0.8304,-0.9058,3.2803,29.2151,0.0363,-0.4387,42.9072,0.5343,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,7.02,7.16,13,13,6.91,1.0,1.0,249.43,0.9742212243916129,-2.577877560838715,249.0,7.09,0.14000000000000057,1.9746121297602337,1586,1436013.4074,520255.58,143659.88,131701.44,0.0,0.0,0.0
IWM,2026-04-02,243.0,PUT,1,-1,2026-04-01T16:14:59.957,0.27,0.29,-0.108,-0.4975,2.4114,-96.3381,0.0348,-0.5495,41.2983,0.4106,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.27,0.29,7,82,0.28,1.0,1.0,249.43,0.9742212243916129,-2.577877560838715,249.0,0.28,0.019999999999999962,7.142857142857128,4655,-4040616.3420000006,-1122506.7,231586.25000000003,-50274.0,0.0,0.0,0.0
IWM,2026-04-02,244.0,CALL,1,1,2026-04-01T16:14:59.995,5.99,6.27,0.8098,-0.8949,3.5264,32.9497,0.0425,-0.4707,42.2557,0.4912,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,5.99,6.27,10,6,6.12,3.0,3.0,249.43,0.9782303652327305,-2.17696347672694,249.0,6.13,0.27999999999999936,4.5676998368678525,1977,2095773.2175,697169.28,176921.73,160097.46,0.0,0.0,0.0
IWM,2026-04-02,244.0,PUT,1,-1,2026-04-01T16:14:59.908,0.38,0.4,-0.1438,-0.5962,2.9438,-92.002,0.0432,-0.5857,43.1743,0.4033,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.38,0.4,5,74,0.38,10.0,10.0,249.43,0.9782303652327305,-2.17696347672694,249.0,0.39,0.020000000000000018,5.128205128205133,13328,-14361421.132800004,-3923496.6399999997,794615.36,-191656.64,0.0,0.0,0.0
IWM,2026-04-02,245.0,CALL,1,1,2026-04-01T16:14:59.968,5.29,5.42,0.7634,-1.0128,4.0059,35.5867,0.0483,-0.4343,38.9052,0.4912,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,5.29,5.42,25,18,5.26,5.0,5.0,249.43,0.9822395060738484,-1.7760493926151655,249.0,5.355,0.1299999999999999,2.427637721755367,1991,2398651.0779,797574.69,201648.47999999998,151992.94,0.0,0.0,0.0
IWM,2026-04-02,245.0,PUT,1,-1,2026-04-01T16:14:59.999,0.53,0.55,-0.1888,-0.6994,3.5112,-87.1996,0.0524,-0.5866,42.4704,0.3969,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.53,0.55,10,94,0.54,1.0,1.0,249.43,0.9822395060738484,-1.7760493926151655,249.0,0.54,0.020000000000000018,3.703703703703707,4064,-5311701.6448,-1426951.6800000002,284236.16000000003,-76728.31999999999,0.0,0.0,0.0
IWM,2026-04-02,246.0,CALL,1,1,2026-04-01T16:14:59.957,4.47,4.6,0.7195,-1.0576,4.3751,39.6216,0.0551,-0.3988,34.1033,0.4704,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,4.47,4.6,10,6,4.58,1.0,1.0,249.43,0.986248646914966,-1.3751353085033904,249.0,4.535,0.1299999999999999,2.8665931642778366,1263,1735815.7959,552575.13,133574.88,90872.85,0.0,0.0,0.0
IWM,2026-04-02,246.0,PUT,1,-1,2026-04-01T16:14:59.957,0.71,0.74,-0.2408,-0.7833,4.0453,-83.488,0.062,-0.5511,38.6886,0.3862,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.71,0.74,44,57,0.72,4.0,4.0,249.43,0.986248646914966,-1.3751353085033904,249.0,0.725,0.030000000000000027,4.1379310344827624,2150,-3324901.9,-869739.5,168409.5,-51772.0,0.0,0.0,0.0
IWM,2026-04-02,247.0,CALL,1,1,2026-04-01T16:14:59.957,3.71,4.5,0.6468,-1.2913,4.8263,39.352,0.0547,-0.2483,23.4511,0.523,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,3.71,4.5,28,28,3.64,5.0,5.0,249.43,0.9902577877560839,-0.9742212243916156,249.0,4.105,0.79,19.244823386114494,1610,2196655.181,777034.2999999999,207899.3,104134.79999999999,0.0,0.0,0.0
IWM,2026-04-02,247.0,PUT,1,-1,2026-04-01T16:14:59.957,0.95,0.98,-0.3039,-0.8585,4.5423,-78.9783,0.0713,-0.4571,31.1691,0.3774,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.95,0.98,37,104,0.95,1.0,1.0,249.43,0.9902577877560839,-0.9742212243916156,249.0,0.965,0.030000000000000027,3.108808290155443,5943,-10569244.5537,-2699488.89,510206.55000000005,-180607.77000000002,0.0,0.0,0.0
IWM,2026-04-02,248.0,CALL,1,1,2026-04-01T16:14:59.999,2.5,4.11,0.5965,-1.2466,5.0289,45.0987,0.0614,-0.1749,15.0791,0.4848,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,2.5,4.11,29,49,3.02,1.0,1.0,249.43,0.9942669285972016,-0.5733071402798408,249.0,3.305,1.6100000000000003,48.714069591527995,4909,7518134.4818,2468687.01,611955.9400000001,292821.85,0.0,0.0,0.0
IWM,2026-04-02,248.0,PUT,1,-1,2026-04-01T16:14:59.991,1.25,1.28,-0.3763,-0.9063,4.9303,-74.4971,0.0794,-0.3055,19.9906,0.3676,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,1.25,1.28,6,63,1.26,1.0,1.0,249.43,0.9942669285972016,-0.5733071402798408,249.0,1.2650000000000001,0.030000000000000027,2.3715415019762864,3083,-6105801.9586000005,-1520011.49,279412.29,-116013.29000000001,0.0,0.0,0.0
IWM,2026-04-02,249.0,CALL,1,1,2026-04-01T16:14:59.995,2.42,3.29,0.5328,-1.3318,5.1636,46.6333,0.0605,-0.0441,3.564,0.5054,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,2.42,3.29,4,30,2.43,1.0,1.0,249.43,0.9982760694383194,-0.1723930561680659,249.0,2.855,0.8700000000000001,30.47285464098074,1877,2832489.6655,969207.72,249978.86000000004,100006.56000000001,0.0,0.0,0.0
IWM,2026-04-02,249.0,PUT,1,-1,2026-04-01T16:14:59.957,1.61,1.65,-0.4571,-0.9173,5.1514,-69.9988,0.0855,-0.0988,5.7186,0.3569,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,1.61,1.65,1,34,1.66,1.0,1.0,249.43,0.9982760694383194,-0.1723930561680659,249.0,1.63,0.039999999999999813,2.453987730061338,953,-2032393.0545000003,-490928.42,87418.69,-43561.630000000005,0.0,0.0,0.0
IWM,2026-04-02,250.0,CALL,1,1,2026-04-01T16:14:59.957,1.85,1.89,0.4636,-1.0826,5.1597,61.8467,0.0744,0.1089,-8.9423,0.4108,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,1.85,1.89,50,6,1.86,1.0,1.0,249.43,1.002285210279437,0.2285210279437089,249.0,1.87,0.039999999999999813,2.13903743315507,9156,16991331.2352,4724221.32,991228.5599999999,424472.16,0.0,0.0,0.0
IWM,2026-04-02,250.0,PUT,1,-1,2026-04-01T16:14:59.957,2.04,2.07,-0.5455,-0.8705,5.1474,-66.381,0.0897,0.1539,-10.4808,0.34,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,2.04,2.07,3,3,2.05,2.0,2.0,249.43,1.002285210279437,0.2285210279437089,249.0,2.0549999999999997,0.029999999999999805,1.4598540145985308,2359,-5277996.1689,-1214271.66,205350.95,-128683.45,0.0,0.0,0.0
IWM,2026-04-02,251.0,CALL,1,1,2026-04-01T16:14:59.999,1.36,1.4,0.3863,-1.0051,4.9696,69.854,0.0743,0.2986,-22.5178,0.3964,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,1.36,1.4,44,10,1.38,1.0,1.0,249.43,1.0062943511205549,0.6294351120554837,249.0,1.38,0.039999999999999813,2.898550724637668,2826,5237326.6074,1404408.96,284041.26,109168.38,0.0,0.0,0.0
IWM,2026-04-02,251.0,PUT,1,-1,2026-04-01T16:14:59.914,2.51,2.59,-0.6412,-0.769,4.8528,-62.7265,0.0898,0.4416,-26.9116,0.3203,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,2.51,2.59,10,5,2.57,10.0,10.0,249.43,1.0062943511205549,0.6294351120554837,249.0,2.55,0.08000000000000007,3.137254901960787,788,-1765026.5432,-382400.64,60597.2,-50526.56,0.0,0.0,0.0
IWM,2026-04-02,252.0,CALL,1,1,2026-04-01T16:14:59.023,0.97,0.99,0.3094,-0.8966,4.5786,78.6982,0.0706,0.4745,-34.2819,0.3842,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.97,0.99,1,5,0.98,5.0,5.0,249.43,1.0103034919616727,1.0303491961672586,249.0,0.98,0.020000000000000018,2.040816326530614,6000,10565854.799999999,2747160.0,537960.0,185640.0,0.0,0.0,0.0
IWM,2026-04-02,252.0,PUT,1,-1,2026-04-01T16:14:59.991,3.09,3.2,-0.7418,-0.6106,4.1974,-58.9211,0.0838,0.7233,-40.3705,0.2968,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,3.09,3.2,29,29,3.21,2.0,2.0,249.43,1.0103034919616727,1.0303491961672586,249.0,3.145,0.11000000000000032,3.4976152623211547,1536,-3210583.1424000002,-644720.64,93788.16,-113940.48,0.0,0.0,0.0
IWM,2026-04-02,252.5,CALL,1,1,2026-04-01T16:14:59.968,0.79,0.82,0.2706,-0.8224,4.2995,84.3685,0.0678,0.5557,-39.1081,0.3754,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.79,0.82,96,6,0.81,35.0,35.0,249.43,1.0123080623822314,1.230806238223146,249.0,0.8049999999999999,0.029999999999999916,3.726708074534151,2959,5004069.6486,1272222.05,243348.16,80070.54000000001,0.0,0.0,0.0
IWM,2026-04-02,252.5,PUT,1,-1,2026-04-01T16:14:59.968,3.42,3.53,-0.7929,-0.5098,3.7114,-56.9985,0.0778,0.8405,-44.5403,0.2827,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,3.42,3.53,15,13,3.55,2.0,2.0,249.43,1.0123080623822314,1.230806238223146,249.0,3.4749999999999996,0.10999999999999988,3.1654676258992773,176,-341539.51039999997,-65320.63999999999,8972.48,-13955.039999999999,0.0,0.0,0.0
IWM,2026-04-02,253.0,CALL,1,1,2026-04-01T16:14:59.912,0.66,0.68,0.2373,-0.7642,4.013,88.3208,0.0636,0.6066,-42.4289,0.374,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.66,0.68,1,115,0.67,1.0,1.0,249.43,1.0143126328027903,1.4312632802790335,249.0,0.67,0.020000000000000018,2.985074626865674,3803,6032983.3644,1526143.9000000001,290625.26,90245.19,0.0,0.0,0.0
IWM,2026-04-02,253.0,PUT,1,-1,2026-04-01T16:14:59.957,3.77,3.89,-0.8427,-0.4007,3.1241,-54.8953,0.0692,0.9167,-45.8763,0.2675,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,3.77,3.89,27,20,3.91,2.0,2.0,249.43,1.0143126328027903,1.4312632802790335,249.0,3.83,0.1200000000000001,3.1331592689295062,1217,-2100609.6652,-380202.97000000003,48765.19,-102556.59000000001,0.0,0.0,0.0
IWM,2026-04-02,254.0,CALL,1,1,2026-04-01T16:14:59.991,0.41,0.44,0.1696,-0.6001,3.2821,100.9173,0.0541,0.6851,-45.9042,0.3593,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.41,0.44,130,6,0.44,1.0,1.0,249.43,1.018321773643908,1.8321773643908084,249.0,0.425,0.030000000000000027,7.058823529411772,2543,3431565.6509000002,834638.0299999999,152605.43,43129.28,0.0,0.0,0.0
IWM,2026-04-02,254.0,PUT,1,-1,2026-04-01T16:14:59.999,4.54,4.67,-0.9509,-0.1149,1.3196,-51.5636,0.0374,0.8094,-31.5398,0.2089,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,4.54,4.67,10,16,4.67,1.0,1.0,249.43,1.018321773643908,1.8321773643908084,249.0,4.605,0.1299999999999999,2.8230184581976085,675,-629686.035,-89073.0,7755.75,-64185.74999999999,0.0,0.0,0.0
IWM,2026-04-02,255.0,CALL,1,1,2026-04-01T16:14:59.957,0.27,0.29,0.1222,-0.4815,2.6317,108.9027,0.0433,0.6659,-44.596,0.3598,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.27,0.29,73,20,0.29,1.0,1.0,249.43,1.0223309144850259,2.2330914485025835,249.0,0.28,0.019999999999999962,7.142857142857128,10930,11804748.667,2876448.1,526279.5,133564.6,0.0,0.0,0.0
IWM,2026-04-02,256.0,CALL,1,1,2026-04-01T16:14:59.999,0.17,0.18,0.0816,-0.3533,1.9611,119.9482,0.0327,0.6016,-39.6336,0.3544,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.17,0.18,115,2,0.16,1.0,1.0,249.43,1.0263400553261435,2.6340055326143577,249.0,0.175,0.009999999999999981,5.714285714285704,1919,1565205.6759000001,376335.08999999997,67798.27,15659.04,0.0,0.0,0.0
IWM,2026-04-02,257.0,CALL,1,1,2026-04-01T16:14:59.972,0.1,0.12,0.0557,-0.2649,1.4595,127.2376,0.0242,0.5063,-33.5981,0.3574,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.1,0.12,196,92,0.11,1.0,1.0,249.43,1.0303491961672613,3.0349196167261328,249.0,0.11,0.01999999999999999,18.181818181818173,2574,1553719.4244000001,375675.3,68185.26000000001,14337.18,0.0,0.0,0.0
IWM,2026-04-02,257.0,PUT,1,-1,2026-04-01T16:14:59.931,5.83,9.4,-0.9605,-0.1565,1.1075,-31.4784,0.0202,0.4664,-28.0777,0.3242,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,5.83,9.4,10,1,7.46,2.0,2.0,249.43,1.0303491961672613,3.0349196167261328,249.0,7.615,3.5700000000000003,46.881155613919894,90,-45346.373999999996,-9967.5,1408.5,-8644.5,0.0,0.0,0.0
IWM,2026-04-02,257.5,CALL,1,1,2026-04-01T16:14:59.999,0.08,0.09,0.0431,-0.2136,1.1901,133.945,0.0199,0.4493,-29.4813,0.3535,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.08,0.09,245,76,0.09,1.0,1.0,249.43,1.0323537665878202,3.23537665878202,249.0,0.08499999999999999,0.009999999999999995,11.764705882352937,3218,1597304.8226,382974.18,68736.48000000001,13869.58,0.0,0.0,0.0
IWM,2026-04-02,258.0,CALL,1,1,2026-04-01T16:14:59.972,0.06,0.08,0.0374,-0.1946,1.0611,133.8612,0.0174,0.4069,-27.2778,0.3613,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.06,0.08,164,155,0.06,1.0,1.0,249.43,1.034358337008379,3.435833700837908,249.0,0.07,0.020000000000000004,28.571428571428577,4189,1818060.3498,444494.79000000004,81517.94,15666.86,0.0,0.0,0.0
IWM,2026-04-02,259.0,CALL,1,1,2026-04-01T16:14:59.968,0.03,0.05,0.0228,-0.1285,0.7049,143.9839,0.0116,0.3044,-20.2876,0.3593,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.03,0.05,301,284,0.05,1.0,1.0,249.43,1.038367477849497,3.8367477849496825,249.0,0.04,0.020000000000000004,50.000000000000014,2366,684575.6008,166779.34,30403.100000000002,5394.4800000000005,0.0,0.0,0.0
IWM,2026-04-02,260.0,CALL,1,1,2026-04-01T16:14:59.999,0.02,0.03,0.0121,-0.073,0.4097,158.7429,0.0069,0.2038,-13.2772,0.3515,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.02,0.03,212,242,0.03,5.0,5.0,249.43,1.0423766186906145,4.237661869061457,249.0,0.025,0.009999999999999998,39.99999999999999,7123,1225916.0241,291829.31,51997.899999999994,8618.83,0.0,0.0,0.0
IWM,2026-04-02,261.0,CALL,1,1,2026-04-01T16:14:59.973,0.01,0.03,0.0119,-0.0782,0.4032,146.1599,0.0062,0.1848,-13.1102,0.3828,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,219,247,0.02,100.0,100.0,249.43,1.0463857595317323,4.638575953173232,249.0,0.02,0.019999999999999997,99.99999999999997,943,145831.7438,38021.76,7374.260000000001,1122.17,0.0,0.0,0.0
IWM,2026-04-02,262.0,CALL,1,1,2026-04-01T16:14:59.957,0.01,0.02,0.0061,-0.0429,0.2258,159.7469,0.0035,0.1169,-8.1239,0.375,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.02,94,84,0.02,1.0,1.0,249.43,1.05039490037285,5.039490037285007,249.0,0.015,0.01,66.66666666666667,1075,93848.0375,24273.5,4611.75,655.75,0.0,0.0,0.0
QQQ,2026-04-01,500.0,CALL,0,1,2026-04-01T16:14:59.129,82.83,86.29,0.9583,-57.3099,0.5556,6.614,0.0016,-0.017,639.9647,8.5872,2026-04-01T20:00:00,greeks,1357,2026-04-01 20:23:30 EDT,82.83,86.29,10,10,84.6,5.0,5.0,583.62,0.8567218395531339,-14.327816044686612,584.0,84.56,3.460000000000008,4.0917691579943325,5,466.896,277.8,28654.949999999997,479.15000000000003,0.0,0.0,0.0
